'111,,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Вода, т","Жидкость, т","Попутный газ, м3","Простой, ч",Причина простоя,"Qж, т/сут","Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Дата_2,Пласт МЭР,Куст,Тип скважины,Диаметр экспл.колонны,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,SKIN,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый'
'167.0,3f659f96ed7d226fa0d6472eb0960c46,2007-12-01,0.0,1.0,1.0,1.0,742.0,0.0,662.0,23.0,685.0,42371.0,2.0,0,22.16,3.4,42371.0,1370.49,2010-07-11,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'168.0,f4a6f9fb9660236baeb68dc080bd6113,2014-03-01,0.0,1.0,1.0,1.0,720.0,0.0,944.4,98.17,1042.57,96215.0,0.0,0,34.75,9.4,96214.61,3207.15,2017-07-18,3.0,14.0,1.0,146.8,68.4,0.0,2976.0,406.62,13.0,45.0,2400.0,55.0,0.7,2830.0,28.0,27.0,138.0,2646.0,28.3,0.0,45.0,5.0,80.0,57.0,88.0,0.0,0.131405446098424,41177.0840277778,1.38,0.5,1.39197095017147,1.144,0.867,1.003,30.0,3.19854457854977,0.462947521266351,45.0,0.782682705483196,-5.79638905869119,2.56321703607561,2830.0,160.0,66.2942846774924,42132.584618055604,42132.5840277778,42128.0840277778,250.0,1.0,41176.0,1.0,45.0,1.0,31.2,0.5639492795927421,3012.8,0.0,0.0,0.0,34.7,2.0,3.0,277.0,732.0158501479608,0.0,0.0,37.0,42.1287168883211,42.1287168883211,1.75331766506564,233.255476864348,233.255476864348'
'169.0,f4a6f9fb9660236baeb68dc080bd6113,2014-03-31,0.0,1.0,1.0,1.0,744.0,0.0,1020.01,91.42,1111.44,102521.0,0.0,0,35.85,8.2,102521.0,3307.13,2017-07-18,3.0,14.0,1.0,146.8,68.4,0.0,2976.0,406.62,13.0,45.0,2400.0,55.0,0.7,2830.0,27.0,26.0,145.0,2731.0,27.3,0.0,45.0,6.0,80.0,57.0,88.0,0.0,0.132164632725598,41177.0840277778,1.38,0.5,1.39439010589281,1.144,0.867,1.003,30.0,2.8886319090994,0.417366357261032,45.0,0.806968234785475,-5.83483986011377,2.38254854761568,2830.0,120.0,73.5343762898841,42132.584618055604,42132.5840277778,42128.0840277778,250.0,1.0,41176.0,1.0,45.0,1.0,31.2,0.592555402470635,3012.8,0.0,0.0,0.0,34.7,2.0,3.0,277.0,661.089533309759,0.0,0.0,36.0,41.144755969879604,41.144755969879604,1.74793322033249,234.876091166898,234.876091166898'
'170.0,f4a6f9fb9660236baeb68dc080bd6113,2014-05-01,0.0,1.0,1.0,4.0,626.0,0.0,162.35,15.91,178.26,15463.0,94.0,10,6.83,8.9,15462.91,592.83,2017-07-18,3.0,14.0,1.0,146.8,68.4,0.0,2976.0,406.62,13.0,45.0,2400.0,55.0,0.7,2830.0,27.0,26.0,147.0,2759.0,27.5,0.0,44.0,7.0,80.0,57.0,88.0,0.0,0.131969896021874,41177.0840277778,1.38,0.5,1.39681768492652,1.144,0.867,1.003,30.0,2.95780841839393,0.42661865558868295,44.0,0.8012863075366479,-5.8260526399546375,2.41821797221856,2830.0,120.0,71.9395984294717,42132.584618055604,42132.5840277778,42128.0840277778,250.0,1.0,41176.0,1.0,44.0,1.0,31.2,0.6007285804357471,3012.8,0.0,0.0,0.0,34.7,2.0,3.0,277.0,676.921203001374,0.0,0.0,36.0,42.9347465480784,42.9347465480784,1.56000548918112,243.368578413302,243.368578413302'
'171.0,f4a6f9fb9660236baeb68dc080bd6113,2014-05-31,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2017-07-18,3.0,14.0,1.0,146.8,68.4,0.0,2976.0,406.62,13.0,45.0,2400.0,55.0,0.7,2830.0,27.0,26.0,147.0,2731.0,27.4,0.0,44.0,5.0,80.0,57.0,88.0,0.0,0.13185689407335,41177.0840277778,1.38,0.5,1.39197095017147,1.144,0.867,1.003,30.0,0.43171775913408506,0.0624855028809406,44.0,1.39893100984346,-6.359214476660839,0.618362930629197,2830.0,140.0,491.16632419601194,42132.584618055604,42132.5840277778,42128.0840277778,250.0,1.0,41176.0,1.0,44.0,1.0,31.2,0.6007285804357471,3012.8,0.0,0.0,0.0,34.7,2.0,3.0,277.0,98.8025130541707,0.0,0.0,36.0,6.28132714532071,6.28132714532071,0.231715103243406,62.160656196078904,62.160656196078904'
'172.0,f4a6f9fb9660236baeb68dc080bd6113,2014-07-01,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2017-07-18,3.0,14.0,1.0,146.8,68.4,0.0,2976.0,406.62,13.0,45.0,2400.0,55.0,0.7,2830.0,27.0,26.0,147.0,2820.0,27.4,0.0,42.0,10.0,80.0,96.0,88.0,0.0,0.391157905085072,42934.0208333333,1.38,0.5,1.4041514041514,1.144,0.867,1.003,30.0,0.0720032900230679,0.0307841153690044,42.0,1.78360179372662,-6.51338274873284,0.130350802748751,2830.0,15.0,2970.707704759069,42132.584618055604,42132.5840277778,42913.0840277778,250.0,1.0,41176.0,1.0,42.0,1.0,31.2,0.6007285804357471,3005.0,0.0,0.0,0.0,34.7,2.0,3.0,277.0,16.4786040229535,0.0,0.0,36.0,3.10352208865925,3.10352208865925,0.0807782857808113,13.1414072080999,13.1414072080999'
'173.0,f4a6f9fb9660236baeb68dc080bd6113,2014-08-01,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2017-07-18,3.0,14.0,1.0,146.8,67.6,0.0,2976.0,406.62,13.0,80.0,2400.0,50.0,0.7,2860.0,27.0,26.0,147.0,2820.0,27.4,0.0,40.0,10.0,80.0,96.0,88.0,0.0,0.388458564242707,42934.0208333333,1.38,0.5,1.4041514041514,1.144,0.867,1.003,30.0,0.0711484221456917,0.0304186271898674,40.0,1.78499439888632,-6.51382016329962,0.128903764170796,2830.0,100.0,3006.40157558971,42132.584618055604,42132.5840277778,42913.0840277778,250.0,1.0,41176.0,1.0,40.0,1.0,31.2,0.6007285804357471,3005.0,38.0,0.0,0.0,26.0,2.0,3.0,277.0,16.2829597789375,0.0,0.0,36.0,3.0666751426450896,3.0666751426450896,0.0520266138059606,12.9955230033406,12.9955230033406'
'174.0,c856dadf2c3de90ec5ee29cb91efd6d0,2009-05-01,0.0,1.0,1.0,1.0,720.0,0.0,716.0,274.0,990.0,52741.0,0.0,0,33.0,27.7,52741.0,1758.03,2012-05-31,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'175.0,c856dadf2c3de90ec5ee29cb91efd6d0,2009-05-31,0.0,1.0,1.0,1.0,744.0,0.0,685.0,143.0,828.0,51600.0,0.0,0,26.71,17.3,51600.0,1664.52,2012-05-31,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'176.0,c856dadf2c3de90ec5ee29cb91efd6d0,2009-07-01,0.0,1.0,1.0,1.0,744.0,0.0,686.0,86.0,772.0,51186.0,0.0,0,24.9,11.1,51186.0,1651.16,2012-05-31,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'177.0,c856dadf2c3de90ec5ee29cb91efd6d0,2009-08-01,0.0,1.0,1.0,1.0,720.0,0.0,495.0,81.0,576.0,36215.0,0.0,0,19.2,14.1,36215.0,1207.17,2012-05-31,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'178.0,c856dadf2c3de90ec5ee29cb91efd6d0,2009-08-31,0.0,1.0,1.0,1.0,744.0,0.0,456.0,118.0,574.0,32142.0,0.0,0,18.52,20.6,32142.0,1036.84,2012-05-31,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'179.0,c856dadf2c3de90ec5ee29cb91efd6d0,2009-10-01,0.0,1.0,1.0,1.0,720.0,0.0,466.0,92.0,558.0,32812.0,0.0,0,18.6,16.5,32812.0,1093.73,2012-05-31,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'180.0,30e4c9386ac4a6cc3e2d2b12b288b9fe,2007-03-31,0.0,1.0,1.0,1.0,744.0,0.0,139.0,6.0,145.0,8190.0,0.0,0,4.68,4.1,8190.0,264.19,2010-04-12,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'181.0,30e4c9386ac4a6cc3e2d2b12b288b9fe,2007-05-01,0.0,1.0,1.0,1.0,715.0,0.0,132.0,4.0,136.0,7749.0,5.0,1,4.57,2.9,7749.0,260.11,2010-04-12,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'182.0,30e4c9386ac4a6cc3e2d2b12b288b9fe,2007-05-31,0.0,1.0,1.0,1.0,744.0,0.0,125.0,4.0,129.0,7474.0,0.0,0,4.16,3.1,7474.0,241.1,2010-04-12,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'183.0,30e4c9386ac4a6cc3e2d2b12b288b9fe,2007-07-01,0.0,1.0,1.0,1.0,744.0,0.0,121.0,4.0,125.0,7877.0,0.0,0,4.03,3.2,7877.0,254.1,2010-04-12,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'184.0,30e4c9386ac4a6cc3e2d2b12b288b9fe,2007-08-01,0.0,1.0,1.0,1.0,720.0,0.0,115.0,6.0,121.0,7576.0,0.0,0,4.03,5.0,7576.0,252.53,2010-04-12,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
