,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Попутный газ, м3","Простой, ч",Причина простоя,"Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Тип скважины,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый
669.0,1c1e93a60bd298a468b52d2438424947,2009-03-31,0.0,1.0,1.0,1.0,744.0,0.0,"515,00",74306.0,0.0,0,"2,5","74306,00","2396,97",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
670.0,1c1e93a60bd298a468b52d2438424947,2009-05-01,0.0,1.0,1.0,1.0,720.0,0.0,"538,00",73757.0,0.0,0,"5,9","73757,00","2458,57",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
671.0,1c1e93a60bd298a468b52d2438424947,2009-05-31,0.0,1.0,1.0,1.0,744.0,0.0,"449,00",61319.0,0.0,0,"3,4","61319,00","1978,03",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
672.0,15e27270654bb79bfa7c3b93f244fa8f,2009-05-01,1.0,1.0,1.0,2.0,0.0,0.0,"0,00",0.0,0.0,3,"0,0","0,00","0,00",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
673.0,15e27270654bb79bfa7c3b93f244fa8f,2009-05-31,1.0,1.0,1.0,1.0,552.0,0.0,"470,00",64187.0,0.0,0,"22,3","64187,00","2790,74",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
674.0,15e27270654bb79bfa7c3b93f244fa8f,2009-07-01,0.0,1.0,1.0,1.0,744.0,0.0,"646,00",86371.0,0.0,0,"11,1","86371,00","2786,16",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
675.0,15e27270654bb79bfa7c3b93f244fa8f,2009-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"593,00",82959.0,0.0,0,"4,0","82959,00","2765,30",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
676.0,15e27270654bb79bfa7c3b93f244fa8f,2009-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"532,00",71396.0,0.0,0,"2,6","71396,00","2303,10",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
677.0,15e27270654bb79bfa7c3b93f244fa8f,2009-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"490,00",65836.0,0.0,0,"2,4","65836,00","2194,53",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
678.0,5077f937d288284f83d9f260fa94087b,2011-05-01,1.0,2.0,1.0,1.0,504.0,0.0,"794,00",103217.0,0.0,3,"13,9","103217,00","4915,10",1.0,71.0,0.0,3203.2,98.46,18.0,50.0,2700.0,47.2,0.7,3013.8,24.4,23.8,320.0,1638.0,20.8,115.2,141.31651099501101,3.2,145.0,101.59,100.0,0.4155537179354288,0.73,0.5,0.7435918794645471,1.2329999999999999,0.8390000000000001,1.011,4.8,2.2337423168582435,0.26714810381735843,65.0,0.8803635292140367,-5.9293240713213695,0.5435132035206746,0.0,34.6,56.37043706567452,41800.0,41800.0,41796.0,250.0,3.0,41796.0,2.0,111.6,3.2,1.08221622422489,3235.0,0.0,0.0,0.0,0.0,17.86,1.0,1.0,358.0,185.414443931897,0.0,0.0,37.13004094713784,66.16552980961782,66.16552980961782,17.818135437319093,134.59953169565512,134.59953169565512
679.0,5077f937d288284f83d9f260fa94087b,2011-05-31,0.0,1.0,1.0,1.0,744.0,0.0,"1267,84",165426.0,0.0,0,"3,6","165426,00","5336,32",1.0,71.0,0.0,3203.2,98.46,18.0,50.0,2700.0,45.0,0.7,3045.0,24.0,23.0,320.0,1250.0,5.0,176.0,187.58255497505505,9.0,145.0,101.59,100.0,0.4214507527172921,0.73,0.5,0.7688904805038871,1.2329999999999999,0.8390000000000001,1.011,4.8,3.12744233901671,0.362490002665115,65.0,0.7879967361884129,-5.80500522163036,0.6781247317726651,0.0,22.0,37.4518691767626,41800.0,41800.0,41796.0,250.0,3.0,41796.0,2.0,202.0,3.2,1.08221622422489,3235.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,358.0,259.597079681709,0.0,0.0,35.5664883332801,90.2045043926892,90.2045043926892,32.2227170587743,168.749220381921,168.749220381921
680.0,5077f937d288284f83d9f260fa94087b,2011-07-01,0.0,1.0,1.0,1.0,744.0,0.0,"1143,91",123683.0,0.0,0,"1,7","123683,00","3989,77",1.0,71.0,0.0,3203.2,98.46,18.0,50.0,2700.0,46.0,0.7,3006.0,23.0,23.0,320.0,1220.0,24.0,139.0,153.1,1.0,145.0,101.59,100.0,0.4214507527172921,0.73,0.5,0.734125786922504,1.2329999999999999,0.8390000000000001,1.011,4.8,2.51717327805108,0.30557219892151,65.0,0.840406053877486,-5.88414501551461,0.609666235021411,0.0,87.0,44.4278903827419,41800.0,41800.0,41796.0,250.0,3.0,41796.0,2.0,178.0,3.2,1.08221622422489,3235.0,0.0,0.0,0.0,0.0,17.4,1.0,1.0,358.0,208.94096875351002,0.0,0.0,37.7186503874591,75.51453598317549,75.51453598317549,20.362018732985398,150.66378094846598,150.66378094846598
681.0,5077f937d288284f83d9f260fa94087b,2011-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"728,38",102066.0,0.0,0,"30,5","102066,00","3402,20",1.0,71.0,0.0,3203.2,98.46,18.0,50.0,2700.0,47.0,0.7,3006.0,24.0,23.0,320.0,1800.0,23.0,102.0,178.0,1.0,145.0,101.59,100.0,0.4214507527172921,0.73,0.5,0.734125786922504,1.2329999999999999,0.8390000000000001,1.011,4.8,2.66850954500267,0.323943661971831,65.0,0.8261535915068199,-5.863617332363111,0.635359333524527,0.0,7.0,41.9082999650685,41800.0,41800.0,41796.0,250.0,3.0,41796.0,2.0,178.0,3.2,1.08221622422489,3235.0,0.0,0.0,0.0,0.0,18.7,1.0,1.0,358.0,221.502816004998,0.0,0.0,37.7186503874591,80.0545841697365,80.0545841697365,28.2860781572249,157.013188447841,157.013188447841
682.0,5077f937d288284f83d9f260fa94087b,2011-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"919,15",136189.0,0.0,0,"3,2","136189,00","4393,19",1.0,71.0,0.0,3203.2,98.46,18.0,50.0,2700.0,48.0,0.7,3006.0,25.0,25.0,320.0,1880.0,26.0,85.0,99.4,3.0,145.0,101.59,100.0,0.40953961637293895,0.73,0.5,0.742518868116443,1.2329999999999999,0.8390000000000001,1.011,4.8,1.3992141718594098,0.167937586455891,65.0,0.979400670009554,-6.053013423661669,0.390478778247308,0.0,49.0,80.83912865607321,41800.0,41800.0,41796.0,250.0,3.0,41796.0,2.0,0.0,3.2,1.08221622422489,3235.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,358.0,116.14344038655099,0.0,0.0,37.1908379580534,41.5729188110518,41.5729188110518,4.53540851599829,96.66295013580928,96.66295013580928
683.0,5077f937d288284f83d9f260fa94087b,2011-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"698,80",96954.0,0.0,0,"2,9","96954,00","3231,80",1.0,71.0,0.0,3203.2,98.46,18.0,50.0,2700.0,50.0,0.7,3006.0,26.0,25.0,320.0,2040.0,26.0,74.0,88.5,2.0,145.0,101.59,100.0,0.403876715152329,0.73,0.5,0.738298474857397,1.2329999999999999,0.8390000000000001,1.011,4.8,1.45637225036135,0.175797069072445,65.0,0.9678605944879108,-6.040839363437097,0.40393693903746203,0.0,8.0,77.2249971477264,41800.0,41800.0,41796.0,250.0,3.0,41796.0,2.0,0.0,3.2,1.08221622422489,3235.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,358.0,120.887914832717,0.0,0.0,37.455577669437496,43.4811056914361,43.4811056914361,3.68445472161261,99.90851856423842,99.90851856423842
684.0,62848edc2daf57b827ae51885b02fc9d,2011-03-31,1.0,3.0,1.0,2.0,0.0,0.0,"0,00",0.0,0.0,3,"0,0","0,00","0,00",1.0,76.5,0.0,3526.0,400.55,20.0,35.0,3150.0,52.0,0.7,2928.0,23.0,23.5,270.0,2662.5,24.75,45.75,84.73042110827294,2.25,145.0,101.59,100.0,0.39611908615428654,0.73,0.5,0.7393654995031969,1.2329999999999999,0.8390000000000001,1.011,5.0,1.2771024682399752,0.16047572334236,65.0,1.018664612283216,-6.088470959469667,0.38314348409571297,0.0,63.25,91.86624060185615,41794.4583333333,41794.0,41786.0,250.0,3.0,41786.0,2.0,33.0,2.6,0.9070693820089908,3544.0,0.0,0.0,0.0,0.0,24.175000000000004,1.0,1.0,358.0,110.42438838964199,0.0,0.0,37.45931339638608,31.66716314472139,31.66716314472139,3.2224168628282963,75.61068370052664,75.61068370052664
685.0,62848edc2daf57b827ae51885b02fc9d,2011-05-01,1.0,2.0,1.0,1.0,648.0,0.0,"720,00",93598.0,0.0,0,"7,5","93598,00","3466,59",1.0,76.5,0.0,3526.0,400.55,20.0,35.0,3150.0,52.0,0.7,2928.0,23.0,23.5,270.0,2662.5,24.75,45.75,84.73042110827294,2.25,145.0,101.59,100.0,0.39611908615428654,0.73,0.5,0.7393654995031969,1.2329999999999999,0.8390000000000001,1.011,5.0,1.2771024682399752,0.16047572334236,65.0,1.018664612283216,-6.088470959469667,0.38314348409571297,0.0,63.25,91.86624060185615,41794.4583333333,41794.0,41786.0,250.0,3.0,41786.0,2.0,33.0,2.6,0.9070693820089908,3544.0,0.0,0.0,0.0,0.0,24.175000000000004,1.0,1.0,358.0,110.42438838964199,0.0,0.0,37.45931339638608,31.66716314472139,31.66716314472139,3.2224168628282963,75.61068370052664,75.61068370052664
686.0,62848edc2daf57b827ae51885b02fc9d,2011-05-31,0.0,1.0,1.0,1.0,744.0,0.0,"739,54",96543.0,0.0,0,"2,0","96543,00","3114,29",1.0,76.5,0.0,3526.0,400.55,20.0,35.0,3150.0,52.0,0.7,2928.0,25.0,22.0,270.0,2450.0,26.0,48.0,91.3216844330917,2.0,145.0,101.59,100.0,0.400901223908386,0.73,0.5,0.738298474857397,1.2329999999999999,0.8390000000000001,1.011,5.0,1.59092064397441,0.200039849493147,65.0,0.9441632294309772,-6.01490711534701,0.44838671180435097,0.0,83.0,70.69387357952459,41794.4583333333,41794.0,41786.0,250.0,3.0,41786.0,2.0,0.0,2.6,0.9070693820089908,3544.0,0.0,0.0,0.0,0.0,26.9,1.0,1.0,358.0,137.55860900452,0.0,0.0,37.455577669437496,39.47524786958361,39.47524786958361,4.5018583033290325,88.48325288562408,88.48325288562408
687.0,62848edc2daf57b827ae51885b02fc9d,2011-07-01,0.0,1.0,1.0,1.0,744.0,0.0,"646,99",69951.0,0.0,0,"3,9","69951,00","2256,48",1.0,76.5,0.0,3526.0,400.55,20.0,35.0,3150.0,52.0,0.7,2928.0,22.0,28.0,270.0,2850.0,24.0,52.0,95.0,1.0,145.0,101.59,100.0,0.4031194552452561,0.73,0.5,0.734125786922504,1.2329999999999999,0.8390000000000001,1.011,5.0,1.4645601965880501,0.185198182598079,65.0,0.966283452500927,-6.03915299120268,0.424844885669406,0.0,88.0,76.35923653541502,41794.4583333333,41794.0,41786.0,250.0,3.0,41786.0,2.0,66.0,2.6,0.9070693820089908,3544.0,0.0,0.0,0.0,0.0,27.3,1.0,1.0,358.0,126.63288028166299,0.0,0.0,38.0,36.4893083082823,36.4893083082823,4.5594743739424,83.7065234599593,83.7065234599593
688.0,62848edc2daf57b827ae51885b02fc9d,2011-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"445,68",62452.0,0.0,0,"30,3","62452,00","2081,73",1.0,76.5,0.0,3526.0,400.55,20.0,35.0,3150.0,52.0,0.7,2928.0,22.0,21.0,270.0,2610.0,23.0,40.0,66.0,3.0,145.0,101.59,100.0,0.382549840256637,0.73,0.5,0.742518868116443,1.2329999999999999,0.8390000000000001,1.011,5.0,1.0366864068848,0.129610409621108,65.0,1.0785176578162,-6.14684746871576,0.331861043715709,0.0,11.0,109.108457200899,41794.4583333333,41794.0,41786.0,250.0,3.0,41786.0,2.0,66.0,2.6,0.9070693820089908,3544.0,0.0,0.0,0.0,0.0,24.1,1.0,1.0,358.0,89.6368657010525,0.0,0.0,37.1908379580534,25.6045127146593,25.6045127146593,1.3058005825711598,65.5590884880219,65.5590884880219
689.0,62848edc2daf57b827ae51885b02fc9d,2011-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"575,48",85268.0,0.0,0,"4,9","85268,00","2750,58",1.0,76.5,0.0,3526.0,400.55,20.0,35.0,3150.0,52.0,0.7,2928.0,23.0,23.0,270.0,2740.0,26.0,43.0,86.6,3.0,145.0,101.59,100.0,0.397905825206867,0.73,0.5,0.742518868116443,1.2329999999999999,0.8390000000000001,1.011,5.0,1.01624262551264,0.127054451657106,65.0,1.0856941093847599,-6.15297626261322,0.327481295193386,0.0,71.0,111.303395091586,41794.4583333333,41794.0,41786.0,250.0,3.0,41786.0,2.0,0.0,2.6,0.9070693820089908,3544.0,0.0,0.0,0.0,0.0,18.4,1.0,1.0,358.0,87.86919857133249,0.0,0.0,37.1908379580534,25.0995836863603,25.0995836863603,2.52253419147059,64.6938699685013,64.6938699685013
